sarcasm_label,allegation_label,justification_label,refutation_label,text,oppose_support_label,hate_speech_label
0.0,0,0,0,Comedy Group AIB's Gursimran Khamba Sent On Leave Over #MeToo Allegations ,1,0
0.0,0,0,0,“Conservative Women Don’t Feel Victimized”: How the Kavanaugh Nomination Underscored the Right’s Complex Inability to Cope with the #MeToo Reckoning ,0,0
0.0,0,0,0,"#MeToo Complaints Against Filmmaker Sajid Khan: Family Upset, Akshay Kumar Cancels ‘Housefull 4’ Shoot ",1,0
0.0,0,0,0,Radhika Apte on #MeToo movement: Any kind of abuse must not be exercised or tolerated ,1,0
0.0,0,1,0,#MeToo: South Indian Film Women’s Association speaks out for #ChinmayiSripaada and #LeenaManimekalai ,1,0
0.0,0,0,0,The evil behind the #suhelseth face is here #metoo. Now he got a reason to famous ,0,0
0.0,0,1,0," #MeToo , #IndianGirls finally got a platform to fight against #sexualharassment ",0,0
0.0,0,0,0,Latest entry in #metoo campaign. ,0,0
0.0,0,0,0,I would love to have your honest opinion guys. #MeTooMovement #MeTooControversy #MeTooIndia #MeToo #snapezzy ,0,0
0.0,0,0,0,So here is the pulse on sexual harrasment at work places in India. 32% say they or their family members have experienced it. Strong need for collective action! #MeToo #MeTooIndia #TimesUp #LocalCircles ,0,0
0.0,0,0,0,Because the cow caring man cannot be wrong. Haha. #MeToo ,-1,0
0.0,0,0,0,#MeToo: More women speak out against Akbar ,0,1
0.0,0,0,0,The Heat is going on.. is in defensive mode.? while in firing mode.. #MeToo #MeTooIndia #SruthiHariharan #ArjunSarja #TamilCinema #KannadaCinema #Bollywood ,0,0
0.0,0,0,0,Yash Raj Films Sacks Top Executive After Aspiring Actress Reveals #MeToo Experience ,0,0
0.0,0,0,0, #metoo These kind of sick men are everywhere . They prey on the minds and bodies of women . Many more skeletons will tumble out of the cupboards . True empowerment - when a women can live without fear . ,-1,0
0.0,0,0,0,Who did this? 😂😂😂 #MeToo #ElClassico ,0,0
0.0,0,0,0,"On air in 15 minutes w to talk about US politics and society after #Kavanaugh Election lines drawn: #Trump-GOP line of ""mob"" v. those backing women's rights &amp; social issues #MeToo ",1,0
0.0,0,0,0,"#MeToo fallout: Suhel Seth fired by Tata Group, loses job as a consultant ",0,0
0.0,0,0,0,ANOTHER DAY THAT #Trump CASTS SHAME ON OUR COUNTRY! THIS MUST STOP! WE'RE TAKING OUR COUNTRY BACK! #Resist #Resistance #MorningJoe #MentalHealthAwarenessDay #MeToo ,0,0
0.0,0,0,0, #Jesus the Messiah is Love &amp; only Love. When will politicians address this diabolical trend of cruelty weaved in the politics of our time. #KanyeWest plea 4 peace &amp; Left Liberal Media Black &amp; White spoke severe persecution. #Metoo women aim 4 destruction ,0,0
0.0,0,0,0,This is making me so happy! #MeToo #MeTooRising #MeTooIndia #TimesUp ,1,0
0.0,0,0,0,"#MeToo “The Speaking Trees of Bangalore Join with us : Share your stories of Trees in your Neighbourhood, click a picture of Trees damages or wirewound around illegally and send it to us. hashtag –“ #MeToo, #MetooSpeakingTrees #SaveMeToo ",0,0
0.0,0,0,0,"🙏😇 look at this powerful image closely and think for a while, this has all the meanings... #SaveAvni _ #MeToo _ #SaveGirlChild _ #GirlsToo #DurgaPujo2018 #DurgaPuja2018 #Dussehra ",0,0
0.0,0,1,0,Nothing stronger than a woman who cried :) Today's Delhi circle was great. Please do one in your city! #MeToo #MeTooIndia #TimesUp ,1,0
0.0,0,0,0,Another allegation surfaces against Gouridasan Nair of The Hindu #MeToo ,1,0
0.0,0,0,0,"During our exclusive interview, Melania Trump speaks out on the #MeToo⁠ ⁠ movement: “I do stand with women. But we need to show the evidence.” #MelaniaTrump ",1,0
0.0,0,0,0,"#metoo #TimesUp #mimimitoo #mimimimitoo #Machtmissbrauch For #love, against #narcissism and #objectification ""When the power of love overcomes the love of power, the world will know peace."" ~Jimi Hendrix. ",1,0
0.0,0,0,0,#UNSILENCED #DomesticViolenceAwareness In solidarity and #sisterhood with #MeToo Join us! ,0,0
0.0,0,0,0,Missouri State University student allegedly raped a woman after she left #MeToo rally ,0,0
0.0,0,0,0,#ArjunSarja responds on sexual harrasment allegations stated by #shruthiHariharan See Details: #ArjunSarja #ShrutiHariharan #prakashRaj #MeToo #MeeTooIndia ,0,0
0.0,0,1,0, Sir can you tell me if there is any handle of Jessica Hines. I want to remind her about her #metoo moment about some bollybasterds. ,0,0
0.0,1,0,0,#MeToo Prevention is better than Cure Learn how one can *avoid becoming a victim of #MeToo story* Get to know the Concept of *Modesty in Islam* Call our toll free no. *1800 2000 787* ,1,0
0.0,0,0,0,"Guest column: #MeToo is a weapon, handle the battle with care and caution ",0,0
0.0,0,0,0,Do you know who all were exposed in the #MeToo ? Here is a summary of those who were named. Watch and share ,0,0
0.0,1,0,0,#MeToo movement shakes yet another Bollywood foundation: Kwan manager Anirban Blah is being termed as sexual predator ,1,0
0.0,0,0,0, The goal is to criminalize our sexuality Women r deemed the #LifeBearers w/out personal agency to choose when to give life during 40 years of monthly menstruation We are the #LifeGivers who nourish &amp; nurture the planet - #MeToo #TimesUp #Catholic #jesuit #ERANow ,0,0
0.0,0,0,0,#MeToo impact: Music Academy debars seven musicians this season ,0,0
0.0,0,0,0,#MeToo movement: SC declines urgent hearing on PIL seeking registration of FIRs based on allegations of sexual misconduct ,0,0
0.0,0,0,0,Taxidermy DeathsHead Moth by Oddity Asylum #taxidermy #halloween #gothic #black #deathsheadmoth #aussie #SpiderManPS4⁠ ⁠ #tattoo #art #TheBlockau #butterfly #moth #spider #Fortnite #HardQuiz #KeliLane #oufc #Pixel3 #ISPR #eTalk #QandA #UFC229 #news #MeToo⁠ ⁠ #AMAs⁠ ⁠ #oufc ,0,0
0.0,0,0,0, The party of #MeToo and believe women no matter what wants a sexual pervert to run? No surprise there. ,0,0
0.0,0,0,0,Sharing this on behalf of a friend. #MeToo #theotherstory #NotAllMen ,0,0
0.0,0,0,0,The #MeToo Movement’s Roots in Women Workers’ Rights ,0,0
0.0,0,0,0,"Op-Ed: #MeToo Brought Change, More Progress Needed ",0,0
0.0,0,0,0,"#MeToo effect? 50% urban Indian men wary around women, survey finds Read: ",0,0
0.0,0,0,0,More trouble for #Tamilnadu fishery minister D.Jayakumar. A lawyer from Trichy named Suresh Prabhu attaches a complaint in on #Jayakumar Tape. #MeToo #Jayakumar #ADMK ,0,0
0.0,0,0,0,#MeToo #VoteBlue pass around Americans should not be denied the right to vote!!!! ,1,0
0.0,0,0,0,#AnuMalik removed from #IndianIdol jury panel after #MeToo allegations. Read here: ,1,1
0.0,0,0,0,#MeToo’s most potent enemy: higher awards for harassment victims in the workplace ,-1,0
0.0,0,0,0, #MeToo ha hahaha meanwhile in India ,0,0
0.0,0,0,0,A big middle finger to all those girls using their gender just to defame others.Harrasment is not only meant 4 grl two sided picture is always blind on one side you are supporting feminism and on other side this mazlom kinda exposure. Every Girl must need to provde evdnce #Metoo ,1,0
0.0,0,0,0,#ArjunSarja Files complaint against #SruthiHariharan Read more: #SruthiHariharan #ArjunSarja #MeToo #metooinindia #Dhruvsarja ,1,0
0.0,1,0,0,#MeToo in #Carnatic music - Why there's such silence on the caste dynamics that rule the Sabhas | | ,1,0
0.0,0,0,0,“The time my job was downgraded because I had a baby” New testimony is up at #MeTooEP #MeToo #ShareYourStory 🇪🇺👊 ,0,0
0.0,1,0,0,‘They might start a #MeToo campaign’: Rajnath Singh says the Congress will cheat its allies: The home minister also claimed that political parties are afraid of the BJP and are fighting elections together with the ‘bad motive’ of stopping Narendra Modi. ,1,1
0.0,0,0,0,Arjun Brijlani on #METOO MOVEMENT: A lot of people are misusing the movement ,0,0
0.0,0,0,0,#MeToo movement will make system more transparent: Ronnie Screwvala ,0,0
0.0,0,0,0,It's not just #MeToo Also #MenToo Read this 👇🏻 ,1,1
0.0,0,0,0,"Tarana Burke, founder of #MeToo unveils her plan for movement’s next stages: ",0,0
0.0,0,0,0,#Trump Supporter To Sexual Assault Victims: ‘Cross Your Legs And Quit Acting Like They Want Something’ From You #MeToo #HimToo ,1,0
0.0,0,0,0,‘I was raped by the man leading protests against the Kathua sexual assault; he’s now out on bail’ #MeToo ,1,0
0.0,0,0,0,"FULL INTERVIEW: talks the #MeToo movement, a full year later to the day. What's next for the movement that has changed the world? ",-1,0
0.0,0,0,0,"This is what she has to say in her defense!!! After every lie &amp; allegations backfires, JG attacks ji’s financial status And to think she was accusing him under SC/ST Act Sorry to see what she has stooped down to #HeToo NOT #MeToo ",0,0
0.0,0,0,0,". , what ‘cheapens’ the #MeToo movement is when people in a position of public trust dismiss survivors and gaslight women. We #BelieveSurvivors. So does . #WISen ",0,0
0.0,0,1,0, The Times #Metoo Timeline of course connects it to Weinstein rather than ,0,0
0.0,0,0,0,DIFF Cancels Screening of Ere Gowda's Balekempa Following #MeToo Allegation #Chitraloka #MeTooControversy #MeTooInKannadaCinema ,0,0
0.0,0,0,0,"#MeToo: Anu Malik called me home, alleges singer ",0,0
0.0,0,0,0,This is my personal view on #MeToo ! Talking on a public forum about what has been traumatic is one of the toughest thing you can do! Be sensitive if you can't be supportive ,0,0
0.0,0,0,0,"Happening in 2 weeks! , , announce #metoo Founder, Tarana Burke in Hamilton! Join us on Tues. Oct. 30, 2018 from 7:00 pm - 9:00 pm at McIntyre Performing Arts Centre. For tickets: ",0,0
0.0,0,0,0,"Tinder, WhatsApp, bedrooms and offices are all possible sites for predation, says #MeToo ",0,0
0.0,0,0,0,Reference to Good Men.. Yes. #MeToo ,1,0
0.0,0,0,0,"Actress Soha Ali Khan says #MeToo in India does not have as much momentum as it does in the West. “There are a lot of women who are still not speaking up, a lot of men who are not being called out.” ",0,0
0.0,0,0,0,The #MeToo tracker by The Indian Express ,0,0
0.0,0,0,0,"Hey , is the #MeToo some kind of a joke for your employees to share on LinkedIn? Disgusting this is! ",0,0
0.0,0,0,0,"'There Will Be Collateral Damage, But It's Necessary:' Kalki On #MeToo ",0,0
0.0,0,0,0,"Quick Q&amp;A With Isaac Mizrahi — The fashion guru talks #MeToo, scooters, and why he’s nervous about performing in Indianapolis. ",1,0
0.0,0,0,0, Her courage will be remembered... #WhyIDidntReport #ChristineBlaseyFordWeStandWithYou #RiseUp #Resist #NoMeansNo #MeToo #BelieveSurvivors #Triggers ,1,0
0.0,0,0,0,"#MeToo: After failed suicide attempt, Anirban Blah relocates to Bengaluru with family and undergoes therapy ",0,1
0.0,0,0,0,"Raw and intimate poetry from award winning author Karlyle Tomms. ""The Gulls Are Always Laughing"" #poetry #touch #comfort #poetrylover #lgbt #lgbtq #traumasurvivors #metoo #strength #books #readtherainbow #bookworm #bookwormforlife #read #overcome ",0,0
0.0,0,0,0,Altar Boy #CatholicChurch #MeToo #dermatology ,0,0
0.0,0,0,0,Missouri State student reportedly raped hours after she attended #MeToo rally ,0,0
0.0,0,0,0,#StockAlert Stock Name: #AUBank CMP: Rs. 513.50 Chart: Hourly Trend: Positive Signal: Reversal Potential: Good Above Rs. 517 For 4% #StockTrading #StocksInNews #stockstowatch #stocks #ValueInvesting #Rupee #news #Dollar #Nifty #INTRADAY #ETMarkets #EarningsWithETNOW #MeToo ,1,0
1.0,0,0,0,So Church assassinated Father Kuriakose to save #RapistBishop #FrancoMulakkal &amp; to hide all Church Sins. No voice from #Feminists #MeToo #RapistBishop #RapistBishopFranco #ChurchToo ,0,0
0.0,1,0,0,"When the #MeToo⁠ ⁠ accused is On-Screen Babuji, says “#Babuji My Foot” When the #MeToo⁠ ⁠ accused is biological Babuji , says “I will stand by my #Babuji” ",1,0
0.0,0,0,0,"I heard about this, guerrilla action for #metoo - this in #NYC --We need encouragement to speak up. ",0,0
0.0,0,0,1,"#MeToo At a time when accounts of sexual harassment allegations against prominent names in the Carnatic music community are doing the rounds, Madras Music Academy has dropped seven musicians from the list of performers this December season. Read more at: ",-1,0
0.0,0,0,1,A glimpse of #MeToo movement. #FACTSNepal ,-1,0
0.0,0,0,0,How has the fashion industry changed in the face of #MeToo? Fashion has faced its own moment of reckoning in the past year. Featuring comments from our Global Ambassador . ,0,0
0.0,0,0,0,"'#MeToo Was Long Overdue, Sexual Predators Are All Around Us,' Says Jacqueline Fernandez ",1,0
0.0,0,0,0,"#MeToo: 'This is not #MJAkbar vs #PriyaRamani, this is Govt vs Priya, says husband Samar Halarnkar ",-1,0
0.0,0,0,0,MAMI to show solidarity with #MeToo movement through a special programme ,0,0
0.0,1,0,0,Long road ahead for #MeToo in Nepal ,1,0
0.0,0,0,0,"The Women should be as courageous as this Karnataka woman. Otherwise we have many stories of accusing, blaming the harassers and ended-up with #MeToo #MeeTooIndia #MeTooIndia #Metoomovement #women #MeTooControversy #Bollywood ",0,0
0.0,0,0,0," the impending tsunami of change reform &amp; long overdue judicial, social,racial &amp; political radical reform &amp; recovery shall be the legacy of CBFord , Collins &amp; #Trump #WhyIDidntReport #MeToo politicians have never resembled diapers so much , often full of shit &amp; in need of CHANGE! ",1,0
0.0,0,0,0,"#MJAkbar Notice the use of nomenclature ""Union Minister"" which gives credence to the conspiracy theory about timing of #MeToo allegations after so many years. For a layman, conjecture could be as if Central Govt is complicit in an act done by Akbar as Union Minister. ",0,0
0.0,0,0,0," was candid with me, about what he believes in. #MeToo #MeTooIndia #MJAkbar #OomenChandy ",0,0
0.0,0,0,0,#Metoo Campaign Removes Shame Associated With Incidents: Kajol ,0,0
0.0,0,0,0,“A Scary Time” is the #MeToo anthem for the midterm elections ,0,0
0.0,0,0,0, #MeToo effect: #AkshayKumar cancels #Housefull4 shoot ,0,0
0.0,0,0,0,Really glad..infact relieved about the #metoo movement..yet I hope it doesn't kill romance..boys/men shouldn't fear wooing a girl out of concern that they will get caught up in this movement..so where do they draw the line..here r the boundaries explained with a cup of teaUKstyle ,0,0
0.0,0,0,0,SC refuses urgent hearing of plea for FIRs against allegations in #MeToo Movement to read more go on ,1,1
0.0,0,0,1,Naming shaming on twitter n Facebook 4awarness can only serve its purpose when a legal stand on some/any level can b taken4e voice of e wounded n affected.Hope it happens Otherwise tis will jus remain a trend f e moment&amp;e act will jus continue #MeTooStorm #manyopensecret #Metoo ,-1,0
0.0,0,0,0,The Latest: Kushner legally paid almost no federal income taxes despite sharp increase in net worth; #MeToo inspires wave of old misconduct reports to colleges; Big dollar checks flutter from liberal fingers for Beto O'Rourke Via ,0,0
0.0,0,0,0,#MjAkbar refutes #MeToo allegations ; #GhazalaWahab provides evidence. #MeTooIndia #MeTooVsAkbar #AKBAR # ,0,0
0.0,0,0,1,Is Me Too Becoming Too Much ? #Chitraloka #MeTooIndia #MeToo ,0,0
0.0,0,0,0,#MeToo EFFECT: THIS producer is trying to bribe heroine for not naming him; Molestation complaint against #SubhashGhai ,1,0
0.0,0,0,0,Someone blocked me for saying that Heidi Heitkamp broke advertising laws. 🤷‍♀️ This isn't a partisan issue. This has nothing to do with Trump or sexual assault or #metoo. Her campaign violated one of the most fundamental ad laws. ,1,0
0.0,0,0,0,#MiLordsSeditionIsNotDissent #AtalBihariVajpayee #AtaljiAmarRahen #SmritiSthal #AmdavadRain #ParsiNewYear #MohanBhagwat #MeToo #अलविदा_अटल_जी #MuzaffarpurShelterHome #KeralaSOS # YouToo #ExpressFrontPage #JABALPUR #BHOPAL ,0,1
0.0,0,0,0,"Wasn't going to put this photo up but in a way, I feel it needs to act as a pre warning for women and those who visit Hollywood. This photo was taken just before something creepy happened involving the guy dressed as the Hulk (thread) #MeToo #women #WomensRights ",0,0
0.0,0,0,0,Jordan Peterson on the #MeToo movement. #GQ30 #StateofMan ,0,0
0.0,1,1,0,Workplace guidelines in #timesofindia 👍 for #Metoo era ,0,0
0.0,0,0,1,TAMILNADU ACADEMY DROPS 7 MUSICIANS OVER #METOO CLAIMS ,0,0
0.0,0,0,0," Rightly said #MeToo is happening for good of better #Science.Had personally been involved in pointed out few during my #PhD days.Sadly in India esp. academia, the predators are usually their supervisors or their related so-called boss. #PhdChat #MeTooIndia ",1,0
0.0,1,0,0,How this thing happened between us 2 Visit here to know:- #MeToo #PaulAllen #BadHindu #PrinceHarry #Abdulkalam #mondaymotivation #APJAbdulKalam #20YearsOfClassicKKHH #PriyaRamani #birthanniversary ,1,0
