text,label
"Vietnamese Minister of Science, Technology and Environment Chu Tuan Nha told the first Asia-Europe Meeting [ASEM] Environment Ministers' Meeting [ASEM EnMM] in Beijing recently that Vietnam always values environmental protection, including prevention of pollution or degradation, bio-diversity protection, and improvement of the environment in industrial zones and in both urban and rural areas.",0
HARARE: Western countries were left frustrated and impotent after Robert Mugabe formally declared that he had overwhelmingly won Zimbabwe's presidential election.,1
"""Conditions for detainees in Guantanamo Bay are harsh: wire-mesh cells 2.4 by 1.8 metres, a sleeping mat and blanket, a bucket for a toilet,"" writes the Citizen.",1
"In relation to the first ambiguity, Powell's words definitely cannot be taken seriously, considering that precisely Washington is the one that has been practicing a one-sided approach to the events in the Middle East for 18 months now and it was the chief opponent of the positioning of peace troops between the two warring sides.",1
"Brasilia, 14 (Agencia Brasil - ABr) - In a document entitled Partnership Brasil-Germany: Action Plan, both countrires have expressed interest in seeing the Kyoto Protocol take effect by the Sustainable Development Summit (Rio+10), that takes place in South Africa, next September.",0
"In its warnings and appeals for peace, the United States openly ""takes a side"" in this conflict, labeling the other side terrorists, similar to those who carried out the attacks on the Twin Towers in New York.",1
Foreign debts are around $132 billion and poverty is dominating the country like a dangerous virus.,1
"""We need Tsvangirai to tell Mugabe he cannot steal this election,"" said Noel Gukuta, a youthful MDC voter.",1
The high quality of the seam on Milos ensured that the area remained popular with early travelers.,0
"In perfect agreement with the latest polls on the popularity of President Hugo Chavez, the most recent study by Alfredo Keller has confirmed the resounding and sustained fall of the approval rating the President had at the beginning of his administration.",1
"African observers generally approved of his victory, while Western governments denounced it.",0
"The kinds of services we provide help people deal with obstacles like health care, transportation and child care -problems that are big enough on their own without being compounded by factors like physical and mental disabilities, illiteracy and lack of job skills.",1
"Even though US officials have stressed that no firm military plans exist for expanding the war on terror launched after the September 11 attacks, they said late Sunday that Iraqi President Saddam Hussein should go.",1
"They have even demanded upgraded accommodations, seemingly forgetting that these are the leaders of a worldwide terrorist organization who have repeatedly vowed to kill innocent Americans through war or terror.",1
Annan welcomes restitution of constitution in Venezuela,0
"The international community and even US western allies, including US neighbor Canada, have consistently opposed the plan.",1
"Sunday's inauguration ceremony was boycotted by EU countries, the US and some members of the Commonwealth.",1
- Latin American leaders meeting in Costa Rica for a trade summit denounce Venezuela's breakdown of constitutional order.,1
"""If it goes on, we are worried.",1
"Philip Clapp, president of the National Environment Trust, sums up well the general thrust of the reaction of environmental movements: ""There is no reason at all to believe that the polluters are suddenly going to become reasonable.""",1
"Beijing, Jan. 12 (Yonhap) -- Criminals have been increasingly preying on Korean travellers and residents in China with the increase of exchanges between the two countries since the opening of diplomatic relations in 1992.",1
"Homer wrote his epic works on Chios; and lyrical poetry was much admired, particularly the work of the poets Archilochos on Paros and Sappho on Lesvos.",0
""". . . A systematic, strategic program of mass mobilization is necessary to confront a stolen victory and an illegitimate government.""",1
"Although the White House and the Pentagon have denied supporting the oppositions in Venezuela to stage this coup, the world will not be easily fooled as it can judge from the several official statements made by the US Government both before and after the coup.",0
The secretary said his instinct was to hit Saddam Hussein at the same time-not only Bin Ladin.,0
"And it is possible that, at some given time, OPEC may hand it the bill for not collaborating in the reduction of the oil supply.""",1
He strongly criticized the US war-mongering actions and tactics and said the US war-mongering has posed serious threats to the world.,1
"The weapon of so-called ""intelligent"" sanctions proved ineffective, especially as the punitive measures were taken too late and only served to deny Robert Mugabe and his associates trips abroad and access to the funds they have spirited away.",1
"In 1992, Jordan signed the UN Climate Change Convention that compels nations to curb global warming, which is blamed on gases produced by factories and cars that burn fuel.",0
 I don't put my hand on my head I am I am someone who is coming to give you information there is no need to put my hands on my head ,0
"The State Department's annual human rights report, which was published Monday, said Russia had a poor record regarding the independence and freedom of the media and in Chechnya.",1
"After all the United States is not violating the rights of one human being, but many many human beings.",1
"In Berlin, Germany's chief government spokesman Uwe-Karsten Heye told journalists, ""The federal government cannot imagine that the United States government has an interest in engaging in an adventure"" in Iraq.",0
"The force, based in Lyon, France, will work non-stop to ""help to filter any information coming from Interpol country members,"" Noble said.",0
"No one had gone so far in the anthology of rhetorical follies, or in falsifying history.",1
"I just got to a certain age and I said, ""No I can't do this anymore,"" so I never went back.",1
The bar on the USS Curtis Wilbur with some 346 crew is seen as reflecting Beijing's anger over Washington's decision to allow Taiwanese Defense Minister Tang Yao-ming to visit Florida for a military conference this month.,1
"We are concerned about the events,"" White House spokesman Ari Fleischer told reporters at a regular news briefing.",1
"Thinking of building a Great Wall of China in the Middle East, replete with elaborate fences and tunnels, is conceding that Israel is not safe, not a normal country.",1
Your gift to Goodwill is important because people with physical and Mental disabilities sometimes need an extra hand to know the pride that comes with work.,0
I learned after I got married so I was a pretty lazy child when it came down to cleaning up and cooking.,1
"Until all those above us stop stealing, Argentina has no way out,"" said a woman lining up outside a bank in the rain from before dawn to try to get her cash.",1
He said it clearly means that the Muslims have no right to defend themsleves against their oppressors.,1
"'Those digging graves for others, get engraved themselves', he said while citing the example of Afghanistan.",1
"Turnout across the southern African country was an estimated 66 per cent in an election fraught by violence, intimidation and intense legal wrangling over civic rights and electoral rules.",1
"If, however, US President George W. Bush still believes in the supremacy of human rights, he must not forget the breeding ground for terrorists that exists within the anti-terrorist alliance.",0
"He said the result was ""illegitimate"" and a clear case of ""highway robbery"" by Mugabe, his government and his party, Zanu-PF.",1
one of these people that believes that we should not be able to buy guns but i don't think we should be carrying Uzis either you know what i mean yeah i know i mean i don't think machine guns automatic weapons i don't believe in things like that but i think,1
"The difference is back then, Chavez' candidacy raised expectations.",0
"But Caruana said that the banks ""did their homework"" and made provisions for their investments in Argentina.",0
"In exchange for support for its war on terror, the US is tacitly agreeing to ignore abuses by other members of the anti-terror coalition.",0
A proposal for an early quota system will be at the center of this report.,0
Welfare is not the answer.,1
"Asked what repercussions an announced visit to Venezuela-by leaders of the opposition party Farabundo Marti National Liberation Front (FMLN, left wing)-would have for his government, Flores said that ""my concern is that they may be seeking to cause damage to the country.""",1
"[Sentences are as published] The most important of the three conferences, which subsequently gained even more prominence, was the conference in Genova; perhaps even more so for the results ""not obtained"" at the conference, and which led to the subsequent intense dissatisfaction and frustration of the leading industrial states attending the meeting.",1
"""But here, we are a developing country and we care about having clean industry...the whole world knows our position, [which is] to achieve sustainable development.""",0
"At such close proximity, if bilateral relations with Australia were to take a turn for the worse, firing at Indonesia would be extremely easy.",1
"If the US, which claims to be the world's policeman, is incapable of looking beyond US interests or of practicing the universal values of human rights, democracy and peace, then shouldn't the international community reconsider the role played by the UN, or learn from the way the European parliament works?",1
"It also rankles Castro, who has wanted to throw us off the island for four decades, but can't because of a pre-Revolution lease agreement.",0
Ivashev further said the United States is after gaining superiority over Russia's nuclear capabilities and initiating an anti-missile defense system by the United States shows that country's intentions.,0
"His task was to create ""a peaceful environment"" in the region currently affected by an unrecognized and undeclared war between Israel and Palestine.",1
"Foreign companies that took over former state transportation, phone and energy companies want -- but appear unlikely to get -- some form of indexing so they can raise their prices to compensate for what is expected to be a widening gap between the peso and dollar.",0
"If I let it get to me I would have a very hard time doing my job.""",1
That has always been the basic premise for a CSU chairman to accept the candidacy on behalf of the bigger sister party.,0
"But U.S. Army Capt. Darrell Sides, 30, of Fort Benning, Ga., makes no bones about considering them terrorists.",1
"I think she's dynamic, and I think she's very smart, and she's an amazing speaker,' Ms. Hanover said.",0
"We innovated telephone redemptions, daily dividends, total elimination of share certificates and the constant $1 pershare pricing, all of which were painfully thought out and not the result of some inadvertence on the part of the SEC.",0
"The first is that the current Palestinian leadership represents the Palestinian people's will, political convictions, and national aspirations.",0
"Political figures turn on each other from time to time, for good and bad reasons; we're used to it.",1
"About the only foreign leader who has supported the American detainee camp, ironically, is Fidel Castro, who is either angling to end the embargo or inching ever closer to dementia.",1
"In what way can Lieutenant Colonel Hugo Chavez be seen as comparable to Jose Felix Ribas, Francisco Salias, the philosopher Juan German Roscio, or Canon Jose Cortes de Madariaga?",1
"While calm has returned to Fleet Hospital 20, officials elsewhere on the base are bracing for what they say may be inevitable: the death of one of the detainees.",1
"The sources said the war veterans will operate from these bases, their main objective being to make it impossible for the MDC to campaign in rural areas.",1
There is a strong perception in the diplomatic community that the abduction was a fake kidnap-for- ransom and was a political act to demonstrate the administration's incapacity to put crime under control.,1
"Like most Marines and MPs making up the 1,200-strong force, Staff Sgt Albrecht is angry at accusations that the detainees have been mistreated.",1
"These criminals know this fact, as much as we, the Arabs, do, because they are in direct contact with it.",1
"""We foresaw electoral fraud but not daylight robbery,"" he said during a brief news conference yesterday.",1
Many political analysts fear a return to street violence when the devaluation measure passes and companies seek to avoid losses by raising prices for food and medicine.,1
"However, he did explain that he is more concerned about reports that Venezuela has relations with organizations categorized as terrorist by the Bush administration than he is about Powell's statement.",1
"He noted that the Mexican economy is very closely linked to that of the United States, and hence no oil producer, whether a member of OPEC or not, is in such a disadvantageous situation.",1
"Jacques Chirac, the French President, responding to the protests leveled by opponents of globalization, had said: ""They have no right to present themselves as defenders of the world poor...""",1
"""The US is the most fraudulent, terrorist and extremist country.",1
"Emphasizing the significance of the adoption of the ""Kyoto Protocol,"" Japan loudly trumpeted at that time that the adoption of the protocol was ""produced by the role"" Japan had played.",0
"The Persians were defeated, and Athens duly punished the islands that had turned against it.",1
"SAOM on Monday stopped short of declaring the Zimbabwean presidential election free and fair, but the African National Congress majority on the committee declared the poll ""credible"".",1
Senior military officials have said they are increasingly concerned that there are other equally sophisticated and well-fortified underground complexes elsewhere in Afghanistan that could become guerrilla bases for remnants of the Taliban and Al Qaeda forces.,1
"Within the 14-nation Southern African Development Community (SADC), a team from the SADC Council of Ministers considered that the vote in Zimbabwe was a ""true reflection"" of the people's will.",0
"That position chimed closely with views expressed by the main Zimbabwean monitoring group, the Zimbabwe Election Support Network which had 400 observers monitoring the poll and have been heavily critical.",1
"Washington is still mulling a response to the election and ""continuing its conversations with allied nations about what the proper response should be to the fraudulent election in Zimbabwe,"" said Ari Fleischer, spokesman for US President George W. Bush.",1
"But the $40-billion figure, far from being conceived to ""frighten"" Canadians, is plucked straight from government documents.",1
Washington was concerned that the Chavez model might affect other [Latin] American countries.,1
Chatterbox feels a little dense for not realizing sooner that the subtext (and hence much of the appeal) of a Hillary Clinton-Rudy Giuliani Senate race would be Wronged Wife vs. Neglectful Husband.,1
My instructor played a role like no other instructor I've ever had I appreciate everything that Goodwill has done for me.,0
Sharon has ensured that Israelis are rapidly absorbing the lesson that no place in Israel can be considered safe.,1
Do you like to read to them?,0
"""I think this is the final nail on the government's coffin.",0
"But the solution to the present impasse lies with the people of Zimbabwe and Africa, not with the people of Britain and Europe.",1
But the early briefings to the President and Secretary Rumsfeld on military options were disappointing.,1
"If we're not happy, that goes double for our public affairs babysitters.",1
"The next day, Wolfowitz renewed the argument, writing to Rumsfeld about the interest of Yousef 's co-conspirator in the 1995 Manila air plot in crashing an explosives-laden plane into CIA headquarters, and about information from a foreign government regarding Iraqis' involvement in the attempted hijacking of a Gulf Air flight.",0
"Mr. Tsvangirai, the 50-year-old leader of the Movement for Democratic Change, alleged in an interview that a starvation policy is part of a major campaign of retribution the ruling ZANU-PF has waged against him and his supporters.",1
Five hundred Taliban prisoners arrested from Afghanistan are being kept in cages on an island near Cuba.,1
"They come into a Pleasant Run program... whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes.",0
The extent to which Mugabe outmanoeuvred the west was made clear when southern African countries issued a surprise statement declaring the conduct of the election free and fair.,0
"That is a bitter pill to swallow in a thoroughly non-militaristic society such as ours, where the clash of weapons provokes healthy reactions of repulsion.",1
"Putin did not receive what he sought in a quick response from Washington, namely, that the State Department would continue to encourage political dialogue between Moscow and the Chechen insurgents.",0
"""The continual sale of arms by the United States or upgrading of relations with Taiwan will only lead to tensions across the straits,"" foreign ministry spokeswoman Zhang Qiyue said.",1
The EU welcomes the fact that the Bush administration has now completed its policy review and has put forward what the US intends to do in terms of domestic climate change policy.,0
"The presidents of the six countries endorsed certain goals in relation to the debt, GDP, nominal deficits as a proportion of the six countries' GDPs, and maximum inflation.",0
"In short, Fun for Everyone!",0
"Zimbabwe's Information Minister Jonathan Moyo immediately blasted the decision to lump his nation in with Pakistan, which is also currently suspended from the Commonwealth.",1
The profound economic crisis in Argentina has coincided with a wave of social tension during recent days.,1
"He described his victory in the poll as ""a stunning blow to imperialism"" and thanked African countries for supporting Zimbabwe in its stand-off with Western countries over the agrarian reforms.",0
"""This is not a fair election,"" he says.",1
The local press was harassed.,1
"On Thursday, Bush unveiled the new plan that calls for voluntary limits on greenhouse gas emissions by companies in accordance with economic growth instead of mandatory reduction targets.",0
"In a television interview broadcast the other day, Didymus Mutasa, a spokesman for Mugabe's ruling ZANU-PF party, said that he and other veterans of the country's independence war found the prospect of a Tsvangirai government intolerable.",1
"Your continued participation is very important to the JCC, as we work to build partnerships between businesses and our not-for-profit agency.",0
"In light of the United States' malicious goals, its Annual Human Rights Report for 2001 is facing strong protest and criticism from the world.",1
"seg> </p> <p> <seg id=5> The minister, who has his own website, also said: ""I want Dubai to be the best place in the world for state-of-the-art technology companies.",0
"They are learning to make positive choices concerning alcohol, tobacco and other drugs and to support each other when those choices are challenged.",0
"The opposition leader has denied the charge all along, and although he was reluctant to go into depth about a case still before the courts, he did make brief reference to the prosecution's star witness, Montreal-based consultant and former Israeli intelligence agent Ari Ben-Menashe, who may or may not travel to Zimbabwe for the trial.",1
I urge our partners both in the developed and in the developing countries to also ratify the Kyoto Protocol soon.,0
uh when there's uh my understanding when there's uh a verdict and it for example there's a hung jury here in Fort Worth two day in eight to four and bam bam the guy got off,1
"Di Giorgio, a food wholesaler and building products maker, is seeking alternatives to an unsolicited $32-a-share tender offer of DIG Acquisition Corp.",0
"Most ludicrous, they would be afforded ""advances of pay"" in an amount ""never ... inferior"" to that which we pay our own armed forces.",1
"Hours after the vanguard entered from the west, a tank column halted its advance from the east, fearing hostile fire.",1
"Noting that the United States has consistently attached great importance to Asia-Pacific regional stability and security, Kao said the robust US arms sales package to Taiwan struck in April this year signifies that the United States is serious about security in the region.",0
"""Wrapped in the suffocating orange boiler suit,"" he wrote, ""I lost any sense of dignity""--a loss he could have just as easily sustained by rereading his own copy.",1
"Mr. Mugabe, Zimbabwe's leader for all its 22 years of independence, won a fifth term in office yesterday, defeating his opponent Morgan Tsvangirai in an election marred by violence, intimidation and the manipulation of electoral laws.",1
"LONDON, Jan 24 (AFP) -- British Foreign Secretary Jack Straw said Thursday [24 January] it was ""far preferable"" that British prisoners held at the US Navy base at Guantanamo Bay in Cuba should face justice in Britain.",0
"In addition, we will have soft drinks and a raffle, so that you can walk home with a great prize!",0
yeah and no if you talk to ten then they come over on and say oh you've extended your limit and please say good-bye within the next five seconds,0
"Moreover, the aim of these plans is to make the Palestinians yield to the dictates of the Israeli-US alliance, which seeks a mimic resolution to the Palestinian issue, which will perpetuate the occupation and facilitate the expansion of settlements.",1
don't don't ask me The Ghost Of Shoeless Joe was the name of the book,1
"Many of the continent's other governments found little fault with the way Mugabe ran the election, despite overwhelming evidence of voter intimidation and manipulation of polls.",0
The meeting was the first between the two countries since President George Bush unveiled a new US plan calling for voluntary limits on greenhouse gas emissions based on economic growth rather than mandatory targets.,0
"True, this position makes one think of Yemelya's [illusory] happiness and worry about the future development of the country (both technological and economic as a whole).",0
"A committee of outside directors for the Garden City, N.Y., unit is evaluating the proposal; the parent asked it to respond by Oct.",0
"On entering Camp X-Ray, one inmate vowed to kill an American before he left.",1
"When Italian police intervened and roughly handled the demonstrations, things got out of hand; the already volatile situation reached boiling point, violent clashes broke out, and the killing of one protestor overshadowed all other issues.",1
This directive is issued at a time when the American government is claiming to lead the fight against terrorism throughout the world.,1
"The second fact is that if Washington is interested in democratic reforms in order to combat terrorism as it says it is, it should pressure the Israeli leadership to end its occupation of the Palestinian territories and stop its repressive practices against the Palestinian people.",0
"""We are happy to collectively have overcome the era of coup d'etats in the region, and when events in Venezuela took on the appearance of a military coup there was a reaction by everyone,"" said Brazil's President Fernando Henrique Cardoso.",0
"In order to develop job skills, a man with some serious disabilities begins working in Goodwill's industrial division.",1
"Except for an occasional spitting incident or threat, officials say, the prisoners are docile.",1
The world community became hopeful that it would be possible to solve the problems that brought about the UN Convention on Climate Change (1994).,0
"Srinagar, May 7: Thirteen militants, including five top Lashker-e-Toiba men, two Special Police Officers and a girl were killed in militancy related incidents in the state since last evening as security forces arrested a suspected militant and recovered some explosive material from his possession.",1
"Iraq's long-standing involvement in terrorism was cited, along with its interest in weapons of mass destruction.",0
"Mr. Chavez was ousted in a military coup on April 12 after 17 persons were killed during an anti-Chavez protest, apparently by sharpshooters faithful to the president.",0
"[""Opinion"": ""Independence of UNCHR impugned by biased reports""]",1
"The White House hastened to describe the Bush plan as ""the most audacious program in American history aiming at reducing power station gas emissions,"" considering that it would be possible to save the administration up to $1 billion, compared to the costs that binding rules would lead to.",0
President Chavez thanked President Khatami for his telephone call and wished success for the Iranian government and nation.,0
"""We are now looking at Suhakam as an institution to fulfill this promise,"" he stressed.",0
"Um, I think my favorite was like, ""Little Red Riding Hood;"" I loved that book.",0
Investors and Western diplomats have said they might interpret Mbeki's support for Mugabe or the elections as a sign that Africa is not intent on revitalizing its economies through good government and expanded international trade.,0
"If any people are going to be moved by the scenes of destruction that involved Manhattan, the World Trade Center, and the Pentagon, it is the Palestinian people.",0
"The new candy bars, ""make an important contribution to our Nestle Foods commitment to this very important strategic unit,"" said C. Alan MacDonald, president of Nestle Foods in Purchase, N.Y.",0
"""They're in legal limbo,"" said Michael F. Noone, professor of military law at Catholic University.",1
I wish the representatives of the Turkish world to bring this message to their friends.``,0
"""We applauded this move because it was not only just, but it made us begin to feel that we, as Arabs, were an integral part of Israeli society.",0
"At a Japan-US summit meeting on 18 February, Prime Minister Junichiro Koizumi expressed some understanding of US President George W. Bush's remarks that Iran, Iraq, and the DPRK (North Korea) are an ""axis of evil.""",1
I wanted to be there...,0
"TEHRAN -- President Robert Mugabe easily won Zimbabwe's election on Wednesday despite biased propaganda unleashed against him by some Western countries, accusing him of being unfair towards the opposition.",1
"Though the report has been made public for 10 days, its contents, which are inaccurate and lacking good will, continue to be commented on by the world media.",1
"The Commissioner finally welcomed indications by Japan, New Zealand and Norway that they are preparing for ratification, and strongly called on others, notably Russia, to do the same.",0
"Yet, the Palestinian leadership is denounced and attacked while the Israeli prime minister is praised.",1
"Now the United States has issued an assassination order against millions of human beings without having any proof, reason or documentation.",1
"On the other hand, the NGOs said there is nothing in the public records which shows that Abu Talib was committed to protecting civil liberties and advancing human rights.",0
"She specifically highlighted the situation of the ethnic Uighhur Muslim population of Xinjiang, China's furthest west region, where rights groups have claimed a crackdown against separatists has been stepped up since the September 11 attacks on the United States.",1
Tax dollars that would have been spent on public assistance are saved.,1
He issued] more edicts to accommodate the policies of the Saudi regime.,1
"Popular support for [Caracas Mayor Alfredo) Pena climbed from 5.5 to 16.8 percent.""",0
No one wanted to argue with the master.,1
"Russia favours creation of ""international instruments"" to regulate emissions",0
"There was former Clinton aide George Stephanopoulos on ABC's This Week this morning, furrow-browed and ""heartbroken with all the evidence coming out"" against the president.",1
"There were numerous deaths, and no one can feel proud of the consequences.",0
all righty thanks bye-bye,0
"Smart place, a biosphere, lots to talk about.",0
"In Xinjiang and Tibet, ""the situation there is very good"" said foreign ministry spokesman Zhu Bangzao.",0
The dominant role of the European climate protection policy has benefits for our economy.,0
"Voters lined up for hours at polling stations, many of them in vain.",1
yeah yeah we just say good-bye and hang up okay okay okay thanks bye-bye,0
"""In a fit of force, the US wanted to subjugate the entire world community and was not ready to tolerate any hurdle in this direction and the recent report on human rights was also a manifestation of its hegemonistic designs,"" the lieutenant general (retd) continued.",1
"To recap, if there ever existed any possibility that at the conferences of New York and Genoa questions regarding: promotion of world security, improvement of economic conditions, defusing regional and global crises and conflicts, checking unleashed competition for rearmament, reduction of the gap between the mainstream and peripheral countries, and ... could be addressed and appropriate, serious, and worthy measures for their solution could be adopted, the opportunity was very easily lost and the meetings flopped completely.",1
To have sat back with arms folded would have made us all hostages.,1
"These accords explicitly stipulated that Israeli forces must not enter the Palestinian-controlled areas, which are called Areas A and cover all the Palestinian cities, naturally including Ramallah.",1
"Although Chavez' edge in voter's preference continues to shrink, the effects of a divided opposition still keep him in first place (which shows the strength of radical Chavez supporters).",0
"4 February was such a failure that Chavez, even though it pained him, had to accept democratic methods to reach power.",1
"But he let slip the opportunities to turn back, because the forces that drive him -- his desire to affect change, his sense of duty to his peers and his ambition -- would not permit him to pass up the biggest chance of his political life.",0
"Sincerely, Earline S. Moore President Valery De Long Director of Development",0
"We did not have very much but my mom always found a way to keep us busy or keep us entertained, and one of the ways that she kept us entertained was by telling stories, reading poems, and singing to us.",0
"""We demand of you, Mr. President, to reconsider your climate policy plan immediately and re-enter the Kyoto Protocol.",0
"He told thousands of cheering supporters that ""land reforms must proceed with greater speed and strength"" to shore up the economy, badly battered by years of political instability.",0
"This fund will support the goal of having 550 mentoring relationships by the end of 1999 and 1,200 by the end of 2004.",0
America was trying to guarantee the flow of Venezuelan crude oil to itself by overthrowing Chavez and the seizing of power in the Venezuelan presidential palace by the dependent generals.,1
Please read the enclosed brochure for more information on the wonderful Super Summer Safari Camp!,0
"""Frank worked at Star City with much intensity.",0
"Indeed, that is the fate of many Latin and South American countries which have been living for decades under American-backed military regimes that oppressed their own peoples.",1
"President George W. Bush considered, moreover, that it would be ""irresponsible"" not to ask India and China to reduce their greenhouse gas emissions.",0
The president has called for a peaceful resolution of the lingering sovereignty dispute between Taipei and Beijing which split at the end of a civil war in 1949.,0
"As for ordinary Venezuelans, they seem to be slightly anxious about the struggle for the presidential post.",0
"""A Valentine's Day gift for the polluters."" Carl Pope, the director of the Sierra Club, one of the major US environmental protection associations, does not mince his words when describing the US plan to replace the Kyoto Protocol.",1
It is interesting that the U.S. State Department's annual global human rights report came this year at a time when Washington itself is being sharply criticized by most countries and international human rights organizations for the killing of a large number of innocent civilians in Afghanistan and the torture and inhuman treatment of the Taleban and Al-Qaeda prisoners at its military base at Guantanamo Bay.,1
"If the rate of increase in greenhouse gases had been maintained at the peak reached in 1980, the climate by 2050 would have reached temperatures not currently anticipated until 2100, when CO 2 concentrations in the atmosphere are expected to have doubled, the researchers calculate.",1
"I cannot imagine anything as beautiful as that."" The 28-year-old Internet millionaire said he was sleeping comfortably, and the food was not too bad either.",0
"""Under these circumstances, if there were to be a coup, we would support it very definitely.""",0
"""These circles have persistently tried to reanimate the 'Chechen problem,' and turn it again into an irritant in the Russian-American dialogue,"" the ministry said.",1
Four of every 10 Venezuelans are blaming this problem on him.',1
BUENOS AIRES -- Foreign multinational companies trying to avoid billions in losses furiously lobbied Argentine lawmakers and the new government ahead of today's final vote on emergency legislation to devalue the peso and end the country's decade-old currency parity with the U.S. dollar.,0
"He said the strength of the world-wide economy is suspect, and doesn't see much revenue growth in the cards.",1
"Australia, which with South Africa and Nigeria has been mandated to report on the Zimbabwe presidential poll to the Commonwealth, was equally critical.",1
"The country of 36 million people is living in fear of more shop looting and violence that killed 27 people before De la Rua quit, of more riots like those that erupted on Friday and of more misery as a four-year-old recession grinds on.",1
"Despite these negative reports, most observer groups have declared the election free and fair.",1
We want you to Know why your support of Goodwill is so important.,0
I can't think of any job that would make me any happier.,0
"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy.",0
Analysts said another reason for Mugabe to win the poll is his wise campaign strategy.,0
He said it was a ''beautiful historic coincidence'' that the celebration came so soon after Venezuelans ``have written a page of dignity and honor by going out into the streets to overthrow the coup attempt.'',0
yeah you don't know which is you don't know which is worse,1
Mugabe has faced widespread criticism and sanctions from the European Union and the United States over alleged rights violations and manipulation of the election process.,1
"Putin has exceeded the ""positive neutrality policy"" his country (the Soviet Union at the time) has pursued during the Gulf War, and whose continued validity the military leaders also regarded as desirable.",0
It is thus an illusion for these criminal administrations to imagine that they have triumphed and that they are now in a position to dictate their own conditions on this great people.,0
"Foreign department spokesman Victoriano Lecaros said the arrest should serve as ""a warning to terrorists that they will find themselves on inhospitable ground within ASEAN,"" referring to the 10-member Association of Southeast Asian Nations.",1
"Carl Pope, the director of the Sierra Club, considers for his part that the Bush Administration ""is sticking to the polluting policies that the energy industry asked for rather than taking the sensible steps that can protect our health.""",0
"""We hope it can be ended as soon as possible,"" Syed Hamid told AFP in an interview here ahead of a ministerial gathering of the Asia-Pacific Economic Cooperation (APEC) forum.",0
Karimov stressed that trade turnover between Uzbekistan and Japan in 2001 is expected to be quite good.,0
GOVERNMENT yesterday trashed a US human rights report which lists a number of human rights violations in Namibia at the hands of security forces and Government.,1
"Zhang said recently some serious disturbances such as shop robberies and traffic breakdowns occurred in Argentina, and some groceries owned by overseas Chinese as well as Argentine citizens with Chinese origin were among those looted.",1
Tokyo irked by US stance on Kyoto,1
Your contribution will be used to recruit and retain quality volunteers.,0
"In the past week, the United States has taken a stand in support of the Saudi Arabian peace plan.",0
I have information to help you but I don't give it for free I want money for it ,0
Maintaining good moral characteristics and obedience to the parents even if they are infidels.,1
The Journal editorial page gets one point for failing to note the pardon in its initial Op-Ed by Dorothy Rabinowitz on Feb.,1
"Japanese government officials, eager to rebut foreign criticism of Japanese investments overseas, hailed the transaction as proof foreigners can make similar investments in Japan.",0
"Restricted to an area about 150 yards away from the open-air cellblocks, we observe the camp from a slight elevation that CNN's John Zarrella calls ""Heartbreak Ridge,"" so named ""because if you're a journalist, it breaks your heart that you can't get closer.""",1
Ed_Henry male native Democrats say they also want to signal they're ready to stand up to the Republican majority and may even filibuster the president's latest Supreme Court pick Samuel Alito a move that would make these events seem like the opening fireworks in a much nastier battle /.,1
"The quarter was terrible, and the future looks anything but encouraging.",1
